Cavpor_AccNumber	Hhyd_Code	Marmota	Squirrel	Castor	KangRat	Jerboa	BMRat	DeerMouse	Hamster	Vole	Rat 	Mouse	GuineaPig	Capybara	Degu	Chinchilla	NMRat
XM_003466536	s10_000975325	0.042100	0.030718	0.207023	0.526771	0.313331	0.148869	0.105226	0.095687	0.153555	0.084786	0.053944	0.084487	0.101131	0.109378	0.098680	0.077740
XM_003464682	s5_001085589	0.025175	0.003112	0.172241	0.346817	0.280962	0.151853	0.159579	0.278339	0.078130	0.052193	0.067510	0.064233	0.061557	0.120133	0.086528	0.105999
XM_003465082	s5_001186263	0.007462	0.006164	0.115596	0.230058	0.171911	0.207451	0.055416	0.018030	0.075880	0.102612	0.023496	0.064518	0.082227	0.159195	0.062212	0.083852
XM_003465166	s5_001217541	0.034909	0.034542	0.186147	0.216437	0.210799	0.167890	0.088384	0.116742	0.098946	0.095279	0.083806	0.074243	0.102230	0.123669	0.104039	0.173516
XM_003473914	s6_000047136	0.000006	0.018040	0.187776	0.088547	0.049287	0.148132	0.078107	0.142672	0.094370	0.059138	0.038564	0.107847	0.057698	0.128574	0.029099	0.132206
XM_003473857	s6_000155348	0.005243	0.000004	0.270734	0.712119	0.317922	0.333426	0.099941	0.118869	0.244823	0.156996	0.199608	0.145392	0.047706	0.203318	0.130829	0.140830
XM_003473844	s6_000180316	0.024609	0.015336	0.178764	0.240116	0.212286	0.157711	0.100477	0.130704	0.103791	0.070494	0.043078	0.062903	0.031057	0.102411	0.055348	0.170534
XM_003473799	s6_000258118	0.022784	0.013609	0.103489	0.213567	0.259843	0.394826	0.098438	0.215026	0.123620	0.107632	0.163380	0.035571	0.036904	0.168696	0.078451	0.093473
XM_003478237	s6_000624810	0.010710	0.035779	0.140944	0.242446	0.171126	0.125048	0.160135	0.093454	0.057639	0.059038	0.041201	0.080141	0.060375	0.078596	0.096124	0.186324
XM_003477857	s6_000638333	0.000005	0.055645	0.100836	0.159515	0.208610	0.125775	0.087860	0.077929	0.051827	0.090492	0.097296	0.110234	0.040400	0.103254	0.103774	0.151015
XM_003471291	s6_000773258	0.018105	0.017372	0.237628	0.330919	0.270437	0.164123	0.193339	0.152268	0.120616	0.164516	0.086148	0.069145	0.083889	0.173299	0.147384	0.133543
XM_003466642	s10_001041184	0.019325	0.038240	0.103955	0.406788	0.140898	0.120098	0.141277	0.146827	0.126328	0.042026	0.050839	0.071666	0.024034	0.118965	0.076019	0.146957
XM_013153789	s6_000821641	0.075464	0.052037	0.227603	0.344461	0.348731	0.295250	0.136556	0.143420	0.186166	0.194644	0.209088	0.104427	0.064014	0.183890	0.123212	0.191160
XM_013153946	s6_000882182	0.008749	0.019274	0.157836	0.265762	0.331568	0.224754	0.080387	0.156202	0.183898	0.125237	0.161474	0.093337	0.171892	0.312320	0.065663	0.125853
XM_003471483	s6_000910359	0.024253	0.011372	0.141607	0.281060	0.199304	0.211863	0.155846	0.136957	0.122807	0.113899	0.101824	0.034411	0.077255	0.127293	0.089578	0.079986
XM_003472859	s6_001008534	0.019264	0.002357	0.101153	0.195135	0.186623	0.113475	0.145797	0.130839	0.133766	0.121237	0.100990	0.115372	0.085361	0.112948	0.079573	0.144829
XM_003466128	s6_001222536	0.026730	0.025448	0.235468	0.506980	0.472059	0.206743	0.097950	0.108096	0.091269	0.134708	0.062376	0.160940	0.017475	0.335788	0.140763	0.216813
XM_003466149	s6_001258542	0.020921	0.011422	0.140553	0.204529	0.264168	0.093009	0.086013	0.079395	0.129655	0.096116	0.079507	0.071072	0.069098	0.140422	0.104090	0.116272
XM_003470240	s6_001465682	0.013826	0.011519	0.107833	0.198548	0.431308	0.135646	0.115737	0.072744	0.166318	0.115994	0.118449	0.057370	0.055991	0.219306	0.095046	0.047757
XM_003470106	s6_001538343	0.000001	0.049392	0.273962	0.307751	0.317625	0.313750	0.196263	0.115731	0.115210	0.042288	0.144807	0.088159	0.083186	0.129567	0.078819	0.078938
XM_003470067	s6_001550591	0.048944	0.038809	0.398980	0.510357	0.299927	0.360557	0.126212	0.151830	0.115732	0.127018	0.074075	0.138886	0.120106	0.286352	0.114099	0.136314
XM_003474496	s6_001601263	0.011582	0.012157	0.179543	0.227710	0.219425	0.101140	0.113459	0.082626	0.136206	0.095820	0.127299	0.049018	0.047275	0.154167	0.088767	0.110704
XM_013155451	s10_001145267	0.030245	0.090169	0.328724	0.587066	0.203344	0.280319	0.268766	0.119891	0.150370	0.271477	0.283878	0.069474	0.114574	0.273943	0.203527	0.303650
XM_003474401	s6_001652595	0.002199	0.007996	0.112163	0.187504	0.156673	0.132920	0.099742	0.101053	0.088395	0.070284	0.087713	0.067169	0.068039	0.066558	0.076282	0.092175
XM_003465251	s6_001861261	0.000003	0.061995	0.308472	0.318794	0.291420	0.286017	0.144746	0.073798	0.242301	0.114133	0.179711	0.090503	0.069384	0.158140	0.041001	0.144155
XM_003464551	s6_001922357	0.009346	0.060377	0.089635	0.702414	0.665996	0.363292	0.094751	0.336051	0.171732	0.116168	0.113482	0.121215	0.079852	0.102477	0.169290	0.195277
XM_005001675	s6_002394281	0.035898	0.027097	0.141286	0.312686	0.357555	0.155113	0.093051	0.114173	0.105896	0.084150	0.073873	0.088251	0.096967	0.173233	0.156998	0.102446
XM_005004705	s7_000350313	0.004700	0.000006	0.137415	0.081706	0.188926	0.554177	0.029900	0.109185	0.049451	0.024225	0.040440	0.093274	0.057794	0.029079	0.887248	0.105436
XM_003472194	s7_000407564	0.060485	0.038947	0.498275	0.483560	0.215208	0.279370	0.122596	0.219201	0.178261	0.142284	0.113745	0.156672	0.101629	0.331156	0.110458	0.210512
XM_003477196	s7_000488381	0.009910	0.010976	0.125234	0.210349	0.239141	0.149251	0.133382	0.169895	0.093186	0.095511	0.088303	0.066755	0.042810	0.126484	0.108599	0.076034
XM_003474315	s7_000711763	0.029724	0.033714	0.196216	0.232912	0.260630	0.213877	0.115102	0.164388	0.116978	0.115871	0.123696	0.152235	0.110782	0.243008	0.131174	0.149077
XM_013155245	s7_001100174	0.000007	0.026068	0.152389	0.142082	0.194822	0.076843	0.058392	0.075684	0.134199	0.071937	0.137426	0.045675	0.044403	0.169908	0.075433	0.041105
XM_003472489	s7_001184470	0.004286	0.081050	0.194082	0.149985	0.205818	0.093298	0.119720	0.097032	0.111739	0.119929	0.077180	0.060635	0.064153	0.130283	0.083721	0.092566
XM_003472636	s10_001232232	0.024101	0.000000	0.217572	0.498961	0.253177	0.140154	0.069004	0.091030	0.056023	0.075819	0.040716	0.110291	0.087937	0.092011	0.083674	0.110405
XM_003463053	s7_001217420	0.003376	0.000005	0.085530	0.125950	0.088263	0.074327	0.047748	0.046622	0.057515	0.038033	0.014165	0.027093	0.040564	0.057285	0.021434	0.038037
XM_013146218	s7_001274537	0.017238	0.056037	0.237831	0.290511	0.501361	0.112848	0.121552	0.084166	0.128537	0.085816	0.074801	0.093393	0.068346	0.110048	0.145795	0.163497
XM_003467293	s7_001457954	0.017284	0.034189	0.140302	0.293700	0.335946	0.202404	0.101398	0.154921	0.156055	0.107613	0.141834	0.070206	0.072806	0.213808	0.080010	0.096735
XM_003467166	s7_001585313	0.022793	0.000005	0.228878	0.335542	0.174423	0.326133	0.109037	0.226714	0.048793	0.056422	0.099829	0.071385	0.076012	0.225165	0.132729	0.090817
XM_003469542	s7_001635989	0.008994	0.007298	0.119441	0.203570	0.179898	0.174872	0.169369	0.112500	0.112017	0.088035	0.089117	0.051594	0.042651	0.092980	0.070979	0.075798
XM_003463001	s7_002287257	0.061111	0.023975	0.259064	0.299977	0.321434	0.229051	0.049666	0.085341	0.083458	0.167833	0.090072	0.096015	0.054418	0.303184	0.175412	0.204851
XM_004999926	s7_002296538	0.000005	0.007650	0.155409	0.259326	0.223442	0.091969	0.115068	0.106663	0.174498	0.142703	0.099602	0.047234	0.052332	0.114470	0.120167	0.052048
XM_003476901	s8_000055359	0.036397	0.022983	0.298279	0.445582	0.534849	0.218613	0.095609	0.134915	0.075613	0.091353	0.067744	0.149510	0.054054	0.222414	0.135908	0.125475
XM_013150643	s8_000189476	0.015019	0.027197	0.131943	0.481174	0.228273	0.221664	0.128083	0.126403	0.143066	0.092335	0.075105	0.119443	0.050319	0.121649	0.083665	0.134889
XM_003468969	s8_000422454	0.021589	0.018079	0.120117	0.198866	0.127588	0.113030	0.082765	0.094654	0.087431	0.075089	0.054114	0.050474	0.019657	0.087856	0.089172	0.065635
XM_003476634	s10_001305331	0.049857	0.018024	0.185657	0.322072	0.346333	0.205777	0.065639	0.109789	0.185516	0.082388	0.066869	0.079050	0.101911	0.139082	0.114449	0.114846
XM_003468494	s8_000801353	0.001118	0.034566	0.156392	0.227123	0.309399	0.150205	0.108564	0.117195	0.116423	0.091965	0.088826	0.075355	0.059790	0.147419	0.086505	0.069551
XM_003468455	s8_000837422	0.046193	0.012806	0.195124	0.181638	0.335975	0.216441	0.135429	0.115258	0.141820	0.126366	0.112494	0.104205	0.051224	0.159770	0.113125	0.080849
XM_003464486	s8_000980374	0.013372	0.007671	0.121838	0.083059	0.198949	0.088735	0.107591	0.045543	0.055332	0.052899	0.052952	0.106580	0.065452	0.161058	0.061633	0.090898
XM_003479249	s8_001215406	0.006959	0.022647	0.161321	0.618537	0.206353	0.133037	0.140072	0.072181	0.203442	0.099043	0.085662	0.052825	0.066334	0.193097	0.053348	0.092996
XM_004999861	s8_001912479	0.043434	0.005188	0.335868	1.151960	0.496835	0.201634	0.091955	0.219645	0.174963	0.110422	0.052113	0.090448	0.139578	0.259822	0.097413	0.111164
XM_003478023	s8_001967611	0.021174	0.021167	0.194300	0.263380	0.395969	0.218564	0.081580	0.079052	0.134565	0.049280	0.055656	0.082721	0.053228	0.169332	0.127118	0.103363
XM_005008504	s8_002151339	0.046339	0.057552	0.324714	0.207805	0.248288	0.187672	0.078505	0.130787	0.218558	0.159771	0.148568	0.051305	0.054162	0.151408	0.041267	0.187677
XM_003471353	s8_002154503	0.040805	0.016119	0.120478	0.283847	0.236774	0.149546	0.086363	0.105732	0.154813	0.173457	0.085345	0.074182	0.102341	0.145351	0.127897	0.143226
XM_013153269	s8_002408738	0.033115	0.031597	0.267238	0.329485	0.306437	0.282617	0.195024	0.206441	0.199871	0.095521	0.156307	0.186187	0.050784	0.273217	0.170060	0.277201
XM_003470641	s8_002448329	0.026218	0.027440	0.142402	0.328361	0.308794	0.235989	0.057300	0.139900	0.100363	0.085610	0.066593	0.054105	0.079550	0.084299	0.122341	0.152763
XM_003467779	s10_001374494	0.027023	0.001686	0.114916	0.227612	0.243276	0.131700	0.045997	0.068972	0.081944	0.070748	0.057538	0.071542	0.038040	0.081978	0.054744	0.074202
XM_003475368	s8_002663203	0.000000	0.014034	0.072644	0.155539	0.192247	0.135016	0.108285	0.061168	0.156808	0.045513	0.094543	0.055122	0.008466	0.108088	0.059016	0.237400
XM_003477618	s9_000016983	0.014933	0.007152	0.146044	0.265164	0.313302	0.091277	0.025834	0.061379	0.063715	0.041248	0.038306	0.019482	0.044030	0.088060	0.051789	0.096962
XM_003475114	s9_000124289	0.016600	0.004024	0.061285	0.132205	0.251715	0.152573	0.034834	0.021310	0.037320	0.062068	0.002111	0.015888	0.026660	0.115919	0.027801	0.062128
XM_003479155	s9_000311382	0.016927	0.000006	0.098122	0.481999	0.353166	0.169536	0.108784	0.194914	0.112442	0.088708	0.106807	0.063751	0.058255	0.150423	0.047671	0.043821
XM_003475157	s9_000463605	0.012496	0.024336	0.277296	0.448137	0.460034	0.266008	0.088565	0.136509	0.115220	0.125180	0.091979	0.056589	0.081012	0.241056	0.192082	0.096785
XM_003475166	s9_000479652	0.018804	0.008061	0.102735	0.096914	0.149483	0.091169	0.063249	0.060889	0.061421	0.038284	0.050613	0.047094	0.036138	0.090799	0.042428	0.062972
XM_003475053	s9_000494176	0.027917	0.016740	0.189340	0.201529	0.250969	0.211040	0.131459	0.147129	0.103487	0.092692	0.077396	0.085735	0.038058	0.045661	0.112504	0.097102
XM_003465269	s9_001348204	0.001415	0.034898	0.173067	0.332092	0.330049	0.206154	0.058731	0.064315	0.133519	0.071903	0.071147	0.033456	0.087332	0.162226	0.102296	0.100217
XM_003460988	s9_001585248	0.023220	0.012726	0.125968	0.263079	0.254766	0.147528	0.208133	0.302971	0.117253	0.153456	0.137913	0.073679	0.083125	0.096203	0.072839	0.087327
XM_003477222	s10_002236714	0.005972	0.018818	0.143269	0.232969	0.180500	0.187591	0.095669	0.125877	0.093503	0.095598	0.051069	0.058157	0.059384	0.147244	0.115596	0.081056
XM_003471879	s10_001464303	0.028741	0.001840	0.127282	0.277117	0.176631	0.136627	0.065324	0.114647	0.123342	0.079712	0.078823	0.067297	0.073594	0.114565	0.105153	0.066113
XM_003472841	s1_000926420	0.019884	0.039270	0.305835	0.355461	0.315416	0.216882	0.083973	0.156424	0.136463	0.101372	0.045075	0.111357	0.066034	0.304364	0.056653	0.117620
XM_003472809	s1_000931270	0.007862	0.029931	0.177692	0.353794	0.170027	0.176835	0.139607	0.166947	0.188750	0.060125	0.118863	0.111357	0.119149	0.268768	0.090115	0.089511
XM_003477095	s2_000256492	0.019110	0.000006	0.152787	0.253133	0.251581	0.112113	0.062534	0.026872	0.040682	0.041258	0.067188	0.124447	0.077820	0.152509	0.056627	0.099072
XM_013155631	s3_001494183	0.024402	0.007839	0.128618	0.362226	0.117217	0.187145	0.026497	0.088221	0.084400	0.057430	0.098989	0.068294	0.068002	0.183894	0.050562	0.086721
XM_003472918	s5_000590299	0.000005	0.015179	0.096705	0.097250	0.219283	0.049192	0.145827	0.069645	0.157274	0.086577	0.071634	0.052005	0.063042	0.066291	0.055571	0.049801
XM_003473720	s6_000016273	0.031921	0.023383	0.149746	0.269356	0.364192	0.336185	0.149547	0.168162	0.171031	0.159976	0.104853	0.047068	0.167517	0.154056	0.171894	0.168064
XM_003474295	s6_001637206	0.000002	0.006007	0.017026	0.158878	0.130202	0.164546	0.086453	0.104264	0.076185	0.048614	0.046594	0.046860	0.019476	0.073836	0.043191	0.060467
XM_003469585	s7_001668260	0.020645	0.010592	0.149861	0.151968	0.137002	0.123425	0.185387	0.054954	0.022247	0.086456	0.107192	0.041896	0.105648	0.045625	0.022663	0.026829
XM_003473944	s7_002451367	0.011215	0.011957	0.173421	0.216000	0.196845	0.266242	0.133709	0.227540	0.091795	0.180847	0.188328	0.134014	0.097433	0.262735	0.146001	0.222708
XM_003480039	s3_000161120	0.051320	0.000005	0.165215	0.156186	0.229105	0.229496	0.040568	0.086090	0.205090	0.117763	0.105056	0.025340	0.068390	0.097713	0.068889	0.125427
XM_003474180	s10_001632186	0.001556	0.031190	0.162106	0.247793	0.199444	0.096425	0.091348	0.128407	0.031328	0.085793	0.060197	0.105155	0.101459	0.104530	0.104478	0.118750
XM_003471848	s1_001173483	0.018947	0.000005	0.119104	0.168306	0.120825	0.129745	0.083004	0.180158	0.157834	0.088669	0.066105	0.093040	0.092806	0.147258	0.094083	0.146005
XM_003471865	s1_001148607	0.010819	0.020603	0.151411	0.500384	0.175524	0.162163	0.116820	0.136784	0.156129	0.149452	0.131414	0.181654	0.131651	0.228621	0.113471	0.156279
XM_003463618	s2_001323315	0.022576	0.000002	0.113259	0.277185	0.218490	0.099437	0.149481	0.027424	0.121122	0.052927	0.085168	0.110445	0.105043	0.130705	0.098287	0.110923
XM_003463565	s2_001365125	0.000008	0.064927	0.176637	0.368192	0.397124	0.126235	0.059111	0.076797	0.098923	0.068302	0.159836	0.094800	0.223063	0.197383	0.114333	0.193024
XM_003477422	s6_000495359	0.004005	0.032698	0.099208	0.159633	0.461488	0.110775	0.051430	0.129623	0.071296	0.076061	0.060085	0.035221	0.069193	0.089249	0.040521	0.118707
XM_013154173	s6_000792246	0.006243	0.007316	0.047362	0.282724	0.162448	0.086588	0.097948	0.055150	0.193624	0.118835	0.179445	0.106241	0.056403	0.104938	0.105892	0.042174
XM_003462287	s2_002333112	0.011129	0.011776	0.061047	0.288708	0.126969	0.170486	0.111514	0.140243	0.105597	0.026346	0.059764	0.074971	0.012072	0.037031	0.068389	0.049736
XM_003465073	s1_000450279	0.061695	0.037138	0.058443	0.425449	0.209787	0.182889	0.065018	0.097587	0.104547	0.123310	0.062167	0.067224	0.045157	0.177058	0.074079	0.102918
XM_003463167	s7_0023701146	0.040245	0.018914	0.112496	0.167896	0.229855	0.315372	0.124591	0.093480	0.133779	0.105831	0.094810	0.042650	0.117659	0.103173	0.083450	0.206040
XM_005008345	s4_000874232	0.008627	0.023995	0.124431	0.219487	0.342785	0.054846	0.033050	0.089348	0.021403	0.062670	0.040151	0.081762	0.003560	0.152647	0.049750	0.138017
XM_003469494	s10_001661340	0.023244	0.033882	0.133062	0.209967	0.275310	0.157019	0.065555	0.109711	0.146360	0.139632	0.064050	0.076140	0.099186	0.148151	0.103913	0.113007
XM_003476068	s10_001546284	0.026307	0.019177	0.130333	0.270250	0.134023	0.114125	0.172218	0.132035	0.192861	0.058997	0.087698	0.115639	0.137158	0.135402	0.157231	0.190758
NM_001173398	s8_000229332	0.023145	0.036640	0.157721	0.519853	0.541966	0.129975	0.091494	0.085479	0.152998	0.112905	0.095982	0.052349	0.070510	0.163051	0.092135	0.092796
XM_003467570	s9_000739548	0.004588	0.012250	0.118689	0.180328	0.192177	0.149719	0.056883	0.076452	0.097316	0.087044	0.105972	0.036614	0.046046	0.118888	0.093338	0.086354
XM_005007003	s1_001003340	0.044099	0.030184	0.137717	0.315795	0.272987	0.106589	0.240419	0.159828	0.188700	0.093872	0.049545	0.040581	0.062605	0.118988	0.219954	0.117756
XM_003478651	s10_000050409	0.011057	0.007142	0.054591	0.121392	0.098522	0.099161	0.096749	0.068497	0.320668	0.071518	0.058923	0.040990	0.011488	0.090891	0.098135	0.057398
XM_013142313	s10_000118325	0.008941	0.040572	0.193118	0.248368	0.344425	0.187240	0.132556	0.072071	0.059922	0.047488	0.072629	0.078169	0.045741	0.225102	0.072024	0.102037
XM_003478499	s10_000088356	0.019599	0.035161	0.114094	0.236420	0.282118	0.214664	0.101041	0.128236	0.122315	0.132897	0.077455	0.048248	0.049787	0.099165	0.096077	0.117924
XM_003464711	s1_001496225	0.016246	0.007204	0.085795	0.152446	0.121215	0.126827	0.022637	0.106813	0.164226	0.085961	0.092626	0.052919	0.032104	0.140195	0.050137	0.086951
XM_003470832	s9_000705292	0.000002	0.023537	0.176759	0.278533	0.260932	0.184878	0.138633	0.163471	0.083255	0.126259	0.119559	0.097345	0.063917	0.183228	0.303408	0.111746
XM_003470851	s9_000659579	0.011893	0.032672	0.108143	0.131277	0.147632	0.097703	0.133243	0.063302	0.051267	0.046233	0.075212	0.065762	0.041849	0.078195	0.095744	0.078715
XM_003462244	s10_001739431	0.001739	0.038611	0.134085	0.318446	0.219883	0.144588	0.102099	0.120723	0.115576	0.111403	0.148077	0.066646	0.044943	0.116271	0.114291	0.082481
XM_003478706	s10_000064895	0.013337	0.007946	0.083234	0.212292	0.175110	0.124368	0.069524	0.063164	0.127979	0.089760	0.060865	0.059469	0.065370	0.123241	0.074036	0.125740
XM_003474395	s2_001570343	0.101893	0.010133	0.208675	0.332000	0.235485	0.256210	0.130136	0.057274	0.132325	0.113245	0.044781	0.068912	0.031985	0.120169	0.141771	0.139504
XM_003474600	s2_001534401	0.054322	0.027963	0.223881	1.391207	0.338455	0.253552	0.128561	0.122865	0.278118	0.129607	0.114872	0.249259	0.189145	0.290248	0.169908	0.233428
XM_003475306	s1_002283658	0.012875	0.024758	0.175384	0.275535	0.290796	0.146194	0.067043	0.201335	0.107386	0.092704	0.091293	0.128756	0.127347	0.185399	0.109668	0.170236
XM_003477398	s7_000534355	0.003493	0.015678	0.048480	0.069069	0.067073	0.041040	0.009946	0.085389	0.060241	0.047116	0.039969	0.035394	0.072766	0.043239	0.057595	0.054278
XM_003470440	s5_000686150	0.019047	0.019305	0.103158	1.158587	0.284373	0.277754	0.056005	0.171886	0.132635	0.098006	0.096821	0.069107	0.039434	0.144849	0.095733	0.070402
XM_004999749	s9_001453116	0.016938	0.000001	0.214368	0.145243	0.226905	0.119000	0.099097	0.115931	0.148204	0.043335	0.103834	0.016336	0.017871	0.068419	0.145378	0.125344
XM_003474249	s7_000769173	0.050374	0.000000	0.095721	0.225392	0.270654	0.164811	0.057684	0.107091	0.206497	0.118272	0.073046	0.108790	0.052344	0.126427	0.090733	0.073003
XM_003464030	s2_001814440	0.028685	0.013542	0.149144	0.219140	0.265768	0.146057	0.151876	0.299096	0.162462	0.102864	0.054148	0.036945	0.030675	0.078944	0.073634	0.076572
XM_013144366	s9_000244417	0.006565	0.002990	0.095917	0.159950	0.190212	0.136103	0.169653	0.090872	0.171719	0.108714	0.152531	0.031088	0.027885	0.090832	0.105894	0.068019
XM_003475005	s9_000118311	0.003574	0.013223	0.209634	0.120450	0.253509	0.137311	0.062614	0.075759	0.117371	0.128234	0.078202	0.051129	0.041693	0.117568	0.091892	0.076090
XM_003462242	s10_001740335	0.015424	0.016472	0.084929	0.171250	0.137269	0.103824	0.051607	0.044948	0.103229	0.090151	0.047789	0.045445	0.078511	0.069395	0.063314	0.062792
XM_005002196	s1_001454174	0.011064	0.000004	0.111128	0.542149	0.241954	0.071323	0.069343	0.082460	0.038291	0.036870	0.068267	0.046241	0.059107	0.116506	0.101907	0.070794
XM_003478444	s1_001394277	0.008766	0.022741	0.151566	0.250065	0.234373	0.170873	0.133245	0.103964	0.074490	0.133043	0.107743	0.013422	0.018443	0.083919	0.064909	0.063415
XM_003461355	s4_000925442	0.000000	0.008128	0.266334	0.508018	0.314698	0.289477	0.135651	0.104481	0.144994	0.060701	0.212649	0.234844	0.058710	0.210070	0.119740	0.255769
XM_013146797	s6_001947473	0.029176	0.076339	0.178737	0.569652	0.254167	0.565471	0.133676	0.136887	0.356721	0.014353	0.107951	0.206841	0.057352	0.266696	0.083402	0.046414
XM_013151489	s6_001129185	0.000005	0.028958	0.117506	0.269547	0.138829	0.172596	0.086087	0.114872	0.042077	0.053457	0.133290	0.124159	0.117419	0.106271	0.135754	0.099500
XM_003474498	s6_001599442	0.000001	0.023268	0.116891	0.215725	0.217297	0.244833	0.040117	0.072552	0.071633	0.061562	0.055882	0.077083	0.043277	0.064134	0.102606	0.097465
XM_003471011	s5_000946866	0.026042	0.006037	0.079242	0.109324	0.099994	0.138314	0.071836	0.094865	0.068631	0.038847	0.040680	0.045494	0.076161	0.058596	0.037128	0.044851
XM_003471016	s5_000957241	0.011682	0.013493	0.107118	0.248279	0.236224	0.090122	0.057934	0.087940	0.090324	0.090677	0.050299	0.048196	0.039466	0.158027	0.068740	0.048047
XM_013147031	s3_002552273	0.020399	0.014366	0.287040	0.471021	0.204406	0.158087	0.032066	0.071260	0.131000	0.086143	0.059978	0.083565	0.139871	0.170865	0.118198	0.166775
XM_003462391	s10_001786495	0.023456	0.002696	0.125720	0.204404	0.246600	0.151932	0.057038	0.116227	0.117965	0.124827	0.072868	0.093643	0.094606	0.116898	0.066513	0.072062
XM_013156832	s6_000335513	0.015309	0.008274	0.106399	0.305374	0.168708	0.119587	0.085464	0.081913	0.114265	0.059642	0.077387	0.037096	0.037757	0.270540	0.105220	0.071685
XM_003477821	s4_001081270	0.022956	0.051935	0.232988	0.422372	0.255288	0.139060	0.160070	0.053338	0.134364	0.064269	0.080267	0.044232	0.044481	0.120894	0.129510	0.189593
XM_003466002	s4_000134270	0.000001	0.000001	0.064221	0.252041	0.115489	0.158062	0.050352	0.077600	0.070535	0.088417	0.088617	0.013164	0.046866	0.054133	0.092212	0.013853
XM_003464347	s4_001138304	0.018230	0.015280	0.151622	0.379176	0.341078	0.222061	0.126175	0.159193	0.088492	0.125415	0.109073	0.135964	0.083969	0.204644	0.080138	0.227678
XM_003466246	s5_000350160	0.030647	0.009429	0.106530	0.379982	0.277680	0.152469	0.153423	0.084078	0.122527	0.058705	0.003164	0.040836	0.036569	0.167998	0.065205	0.063608
XM_005008590	s8_000493283	0.014714	0.037692	0.230486	0.349575	0.258734	0.183751	0.141002	0.109081	0.129420	0.137414	0.086776	0.120151	0.066061	0.083434	0.215431	0.145017
XM_003463071	s7_001245186	0.030439	0.000005	0.142145	0.379594	0.210170	0.091440	0.113417	0.182890	0.131296	0.051856	0.057816	0.141245	0.039607	0.062527	0.033009	0.134805
XM_005002839	s10_001080814	0.008719	0.049336	0.216684	0.347870	0.342565	0.282288	0.119956	0.129689	0.112398	0.090895	0.109509	0.071574	0.088719	0.180623	0.108549	0.146076
XM_003467581	s7_002372195	0.004340	0.018844	0.073349	0.373674	0.169388	0.185850	0.056188	0.106842	0.103718	0.192598	0.102962	0.057678	0.081582	0.108963	0.040935	0.104889
XM_003467045	s4_000814422	0.037376	0.064395	0.289900	0.394540	0.318004	0.257278	0.141962	0.139603	0.143194	0.173349	0.087068	0.153539	0.225582	0.242600	0.122323	0.260926
XM_003466998	s10_001890362	0.020473	0.000002	0.163831	0.299951	0.255258	0.200115	0.050221	0.064311	0.086683	0.082160	0.087730	0.162926	0.050213	0.167796	0.099153	0.143209
XM_003467122	s10_001900743	0.024804	0.019471	0.147862	0.243097	0.224536	0.163077	0.134000	0.117440	0.187083	0.096155	0.105699	0.155296	0.108584	0.184996	0.175380	0.161497
XM_003479785	s10_001985446	0.000003	0.021512	0.174125	0.185872	0.140893	0.133495	0.111556	0.149232	0.135862	0.086619	0.115767	0.064583	0.041289	0.114998	0.080460	0.059025
XM_003467923	s10_001997351	0.000001	0.047802	0.109791	0.202112	0.309097	0.107405	0.146156	0.092810	0.000013	0.100179	0.071596	0.181534	0.000005	0.299990	0.117286	0.195979
