Cavpor_AccNumber	Hhyd_Code	Marmota	Squirrel	Castor	KangRat	Jerboa	BMRat	DeerMouse	Hamster	Vole	Rat 	Mouse	GuineaPig	Capybara	Degu	Chinchilla	NMRat
XM_003473857	s6_000155348	0.000001	0.004470	0.040127	0.085911	0.067350	0.030006	0.013528	0.019542	0.019729	0.011034	0.009445	0.018038	0.005588	0.025408	0.032909	0.024519
XM_003473844	s6_000180316	0.000002	0.000002	0.001528	0.005993	0.009245	0.001558	0.004663	0.003124	0.003131	0.003207	0.003165	0.000006	0.002997	0.003005	0.004439	0.002949
XM_003473799	s6_000258118	0.000002	0.000001	0.023645	0.036033	0.014706	0.036329	0.005245	0.015426	0.016241	0.005364	0.000016	0.022584	0.000004	0.011160	0.011128	0.028174
XM_003478237	s6_000624810	0.000001	0.000004	0.004917	0.009824	0.010002	0.006352	0.003307	0.003361	0.003386	0.001709	0.003414	0.003342	0.001638	0.003260	0.003198	0.003214
XM_003477857	s6_000638333	0.001494	0.000006	0.004404	0.002963	0.006066	0.009255	0.001534	0.004607	0.000005	0.000009	0.001534	0.013634	0.002962	0.000010	0.000010	0.008749
XM_003471291	s6_000773258	0.002137	0.006412	0.028830	0.031440	0.051104	0.025536	0.021956	0.030958	0.017987	0.024532	0.018370	0.005451	0.011882	0.010601	0.008201	0.019368
XM_003466642	s10_001041184	0.000002	0.000004	0.002293	0.000041	0.002342	0.000012	0.004760	0.004713	0.000013	0.000004	0.000005	0.002330	0.000002	0.000012	0.000008	0.004555
XM_013153789	s6_000821641	0.020517	0.001179	0.004414	0.007244	0.007460	0.005291	0.000014	0.003918	0.005122	0.005264	0.005217	0.009058	0.003869	0.003847	0.006286	0.008833
XM_013153946	s6_000882182	0.015347	0.002535	0.021985	0.056023	0.044524	0.049859	0.017944	0.016729	0.044710	0.058028	0.041641	0.023518	0.022215	0.006264	0.025744	0.036204
XM_003471483	s6_000910359	0.000002	0.001521	0.002446	0.032188	0.014211	0.004397	0.007451	0.011947	0.008732	0.007559	0.004493	0.000003	0.001506	0.002967	0.001476	0.007459
XM_003472859	s6_001008534	0.003379	0.002253	0.013754	0.017994	0.014404	0.012730	0.012388	0.005443	0.006579	0.015159	0.002681	0.003542	0.012040	0.009018	0.003123	0.016985
XM_003466128	s6_001222536	0.000934	0.000923	0.010762	0.015135	0.008280	0.006964	0.003797	0.001839	0.002853	0.000961	0.001923	0.003165	0.000766	0.008226	0.005047	0.016127
XM_003466149	s6_001258542	0.004170	0.006880	0.036188	0.052789	0.077172	0.059285	0.031427	0.030484	0.068099	0.035318	0.021337	0.044738	0.033036	0.040680	0.028038	0.059027
XM_003470240	s6_001465682	0.000750	0.000001	0.001505	0.006808	0.013879	0.000755	0.000756	0.002051	0.001119	0.002271	0.004565	0.000752	0.002261	0.004578	0.000753	0.000752
XM_003470106	s6_001538343	0.001268	0.000005	0.007104	0.016914	0.017213	0.009963	0.004087	0.005489	0.004178	0.007024	0.001380	0.006686	0.003632	0.003754	0.001494	0.004170
XM_003470067	s6_001550591	0.001129	0.001119	0.004525	0.007550	0.007233	0.008690	0.002395	0.003689	0.001251	0.001267	0.000007	0.004489	0.003354	0.001113	0.003186	0.006529
XM_003474496	s6_001601263	0.000001	0.002247	0.004470	0.011348	0.011496	0.004472	0.008747	0.008920	0.006532	0.006670	0.001673	0.000005	0.002187	0.013069	0.006513	0.002195
XM_013155451	s10_001145267	0.007585	0.025053	0.031538	0.069199	0.047715	0.076808	0.077547	0.048182	0.022974	0.124755	0.095618	0.044800	0.022461	0.062556	0.026243	0.109798
XM_003474401	s6_001652595	0.001881	0.005106	0.018086	0.039966	0.033344	0.033495	0.005012	0.012724	0.023974	0.012854	0.013369	0.017184	0.009975	0.027443	0.021016	0.015823
XM_003465251	s6_001861261	0.002808	0.005667	0.025571	0.021011	0.021618	0.021271	0.005371	0.008144	0.013909	0.005348	0.010971	0.004982	0.007668	0.022739	0.000004	0.009375
XM_003464551	s6_001922357	0.000001	0.005163	0.007944	0.029182	0.010359	0.008653	0.021776	0.025561	0.006517	0.007827	0.012575	0.002545	0.007649	0.015631	0.007654	0.012728
XM_005001675	s6_002394281	0.003705	0.005608	0.020935	0.011023	0.022956	0.012999	0.003766	0.011366	0.011321	0.001861	0.003779	0.011577	0.005703	0.010132	0.046082	0.011241
XM_005004705	s7_000350313	0.000000	0.000000	0.000014	0.000008	0.000019	0.000055	0.000003	0.000011	0.000005	0.000002	0.000004	0.000009	0.000006	0.001317	0.003850	0.000011
XM_003472194	s7_000407564	0.005539	0.008398	0.017680	0.041761	0.029830	0.044496	0.010694	0.012819	0.012417	0.008546	0.021088	0.014912	0.019815	0.023325	0.007255	0.029149
XM_003477196	s7_000488381	0.000001	0.002853	0.015898	0.012762	0.015990	0.012835	0.008558	0.014351	0.008579	0.000010	0.007076	0.004291	0.004205	0.007879	0.009428	0.011422
XM_003474315	s7_000711763	0.000747	0.000003	0.005603	0.007144	0.004732	0.020233	0.003924	0.007441	0.002192	0.005285	0.004521	0.003622	0.002505	0.005820	0.005007	0.008254
XM_013155245	s7_001100174	0.006666	0.000003	0.010253	0.013646	0.020380	0.027806	0.006855	0.006819	0.010234	0.011640	0.005631	0.006686	0.010049	0.015624	0.007874	0.020243
XM_003472489	s7_001184470	0.002667	0.032281	0.002891	0.009502	0.012253	0.004128	0.004822	0.005941	0.010578	0.004970	0.004687	0.006652	0.003483	0.019403	0.004158	0.006794
XM_003472636	s10_001232232	0.000002	0.000002	0.002992	0.011391	0.002965	0.005957	0.000007	0.000009	0.000006	0.009344	0.000004	0.002888	0.002930	0.000009	0.000008	0.000011
XM_003463053	s7_001217420	0.001155	0.000000	0.001155	0.005883	0.003929	0.005358	0.000005	0.003463	0.002300	0.003476	0.000001	0.000003	0.000004	0.006958	0.000002	0.002307
XM_013146218	s7_001274537	0.010753	0.011609	0.074952	0.071842	0.093531	0.058449	0.029773	0.022805	0.027280	0.034430	0.021228	0.027468	0.026452	0.033822	0.034920	0.053589
XM_003467293	s7_001457954	0.002564	0.001102	0.015069	0.028539	0.034814	0.035206	0.008080	0.008358	0.011399	0.010663	0.006600	0.010419	0.005124	0.017233	0.007128	0.012071
XM_003467166	s7_001585313	0.000002	0.000000	0.026754	0.042899	0.033311	0.038057	0.009478	0.013285	0.004067	0.005828	0.007749	0.003997	0.009002	0.012010	0.010360	0.016585
XM_003469542	s7_001635989	0.001410	0.000466	0.009033	0.006003	0.010454	0.010503	0.007213	0.003830	0.005760	0.004326	0.001439	0.003100	0.002593	0.005752	0.004067	0.003460
XM_003463001	s7_002287257	0.005687	0.000002	0.005784	0.005652	0.002812	0.000023	0.002864	0.000009	0.002879	0.000017	0.000009	0.000010	0.008651	0.000030	0.000018	0.000020
XM_004999926	s7_002296538	0.004867	0.003277	0.059261	0.051652	0.061515	0.070266	0.049010	0.064480	0.059834	0.034982	0.032482	0.021922	0.008189	0.034022	0.031731	0.024679
XM_003476901	s8_000055359	0.000004	0.000002	0.000030	0.000045	0.000053	0.000022	0.000010	0.000013	0.000008	0.000009	0.000007	0.000015	0.000005	0.000022	0.000014	0.000013
XM_013150643	s8_000189476	0.000002	0.000003	0.007896	0.014112	0.002317	0.008414	0.001084	0.006550	0.003315	0.000009	0.001083	0.000012	0.001093	0.003245	0.002156	0.001075
XM_003468969	s8_000422454	0.001028	0.002463	0.013137	0.025334	0.039279	0.017203	0.016317	0.011722	0.014097	0.011602	0.025259	0.012800	0.006263	0.015287	0.011790	0.017141
XM_003476634	s10_001305331	0.000005	0.001818	0.023894	0.055013	0.047132	0.039899	0.007704	0.029589	0.027842	0.007797	0.018393	0.014103	0.011992	0.025159	0.009935	0.025592
XM_003468494	s8_000801353	0.002578	0.015051	0.025072	0.074118	0.077680	0.028523	0.021276	0.025906	0.016498	0.013377	0.019903	0.015367	0.026561	0.051059	0.017585	0.016672
XM_003468455	s8_000837422	0.005125	0.003420	0.022628	0.030349	0.046166	0.020717	0.027171	0.023226	0.016368	0.005496	0.013728	0.011955	0.009872	0.006793	0.015084	0.011666
XM_003464486	s8_000980374	0.000001	0.000001	0.000012	0.000008	0.001556	0.000009	0.000011	0.000005	0.000006	0.000005	0.000005	0.000011	0.000007	0.001576	0.001575	0.001570
XM_003479249	s8_001215406	0.000001	0.000002	0.010573	0.049198	0.011614	0.003971	0.000014	0.008824	0.010196	0.005382	0.010280	0.003895	0.002596	0.006445	0.014267	0.007707
XM_004999861	s8_001912479	0.003054	0.007969	0.035472	0.104470	0.052099	0.035390	0.007149	0.012593	0.020816	0.013711	0.017379	0.027439	0.022492	0.019935	0.019030	0.023806
XM_003478023	s8_001967611	0.002627	0.000002	0.011702	0.001300	0.012845	0.009158	0.003912	0.000008	0.005281	0.001302	0.003923	0.005111	0.008760	0.001317	0.005309	0.023845
XM_005008504	s8_002151339	0.000005	0.000006	0.006097	0.009912	0.003984	0.004079	0.006134	0.004120	0.004227	0.000016	0.004223	0.002034	0.004106	0.000015	0.000004	0.006200
XM_003471353	s8_002154503	0.002108	0.000002	0.007391	0.009490	0.007384	0.007154	0.000974	0.005060	0.007007	0.004322	0.002903	0.007127	0.004102	0.006240	0.005201	0.006309
XM_013153269	s8_002408738	0.001941	0.002659	0.011573	0.015333	0.010253	0.014868	0.004115	0.014117	0.006273	0.004663	0.004845	0.008044	0.007187	0.009250	0.009113	0.009615
XM_003470641	s8_002448329	0.005882	0.000003	0.022466	0.026655	0.024459	0.020996	0.002749	0.018563	0.015540	0.006445	0.012417	0.014794	0.022485	0.026606	0.005489	0.015558
XM_003467779	s10_001374494	0.001914	0.000949	0.014064	0.026147	0.013037	0.015189	0.002994	0.005063	0.004989	0.009073	0.008038	0.003019	0.005046	0.006964	0.004924	0.013107
XM_003475368	s8_002663203	0.000002	0.000001	0.004165	0.004521	0.000019	0.000014	0.000011	0.004167	0.000016	0.000005	0.004118	0.000006	0.003957	0.007871	0.000006	0.000024
XM_003477618	s9_000016983	0.000001	0.000001	0.007230	0.009165	0.008980	0.003260	0.000654	0.002617	0.001983	0.001966	0.001308	0.001284	0.000641	0.002589	0.000644	0.001934
XM_003475114	s9_000124289	0.000002	0.001594	0.006286	0.004694	0.009350	0.007850	0.000003	0.000002	0.004693	0.004754	0.000000	0.000002	0.001568	0.013946	0.004638	0.006261
XM_003479155	s9_000311382	0.000002	0.000000	0.001748	0.031475	0.005287	0.000017	0.000011	0.003419	0.000011	0.001765	0.003516	0.000006	0.005608	0.000015	0.000005	0.001830
XM_003475157	s9_000463605	0.002616	0.003525	0.029475	0.031341	0.025452	0.023308	0.010968	0.011768	0.014305	0.009334	0.007646	0.011028	0.006333	0.024333	0.018547	0.022319
XM_003475166	s9_000479652	0.000002	0.000001	0.001396	0.003467	0.004880	0.001413	0.002119	0.000701	0.000709	0.000711	0.001427	0.000005	0.000004	0.001427	0.000004	0.004252
XM_003475053	s9_000494176	0.000003	0.003462	0.054329	0.077865	0.042631	0.050135	0.019407	0.038290	0.014039	0.018529	0.033885	0.032068	0.017702	0.010134	0.016804	0.027573
XM_003465269	s9_001348204	0.009996	0.002482	0.030396	0.007415	0.030304	0.025533	0.002486	0.000006	0.015184	0.000007	0.002532	0.006197	0.049419	0.020351	0.009962	0.017676
XM_003460988	s9_001585248	0.000002	0.004305	0.024353	0.039317	0.023856	0.046925	0.017136	0.022793	0.010609	0.011552	0.007387	0.024962	0.039412	0.011317	0.002352	0.011429
XM_003477222	s10_002236714	0.003856	0.002248	0.025230	0.020854	0.033557	0.019252	0.006672	0.018113	0.007136	0.007355	0.008295	0.012668	0.004148	0.014548	0.027902	0.013753
XM_003471879	s10_001464303	0.002116	0.000000	0.002097	0.006439	0.004671	0.007917	0.010425	0.004113	0.006194	0.002065	0.004198	0.006109	0.000007	0.005694	0.004395	0.010251
XM_003472841	s1_000926420	0.001425	0.001379	0.027252	0.045537	0.036826	0.038687	0.010906	0.014253	0.012253	0.005454	0.008398	0.005647	0.040134	0.033287	0.017159	0.028571
XM_003472809	s1_000931270	0.000377	0.007755	0.042816	0.056382	0.053263	0.041191	0.032226	0.027898	0.039113	0.028563	0.017956	0.041902	0.020385	0.039801	0.019562	0.024353
XM_003477095	s2_000256492	0.000002	0.000000	0.007177	0.003592	0.001810	0.000011	0.000006	0.000003	0.000004	0.000004	0.003641	0.000012	0.003470	0.001740	0.005125	0.001723
XM_013155631	s3_001494183	0.000002	0.000001	0.002987	0.011912	0.005833	0.002919	0.000003	0.002959	0.000008	0.000006	0.002972	0.000007	0.000007	0.000018	0.005965	0.009099
XM_003472918	s5_000590299	0.000000	0.000002	0.011623	0.002903	0.005736	0.000005	0.002834	0.002853	0.002846	0.005765	0.000007	0.002809	0.000006	0.002808	0.002809	0.005693
XM_003473720	s6_000016273	0.016370	0.004425	0.024926	0.027805	0.021616	0.011515	0.005984	0.006836	0.010472	0.016105	0.017329	0.015234	0.018529	0.022599	0.012208	0.049833
XM_003474295	s6_001637206	0.002406	0.000001	0.004697	0.011840	0.019091	0.009579	0.002267	0.004885	0.014562	0.007330	0.007111	0.015686	0.009571	0.020823	0.007328	0.012087
XM_003469585	s7_001668260	0.003591	0.000001	0.010542	0.040234	0.010723	0.010732	0.007153	0.007145	0.000002	0.007286	0.003701	0.000004	0.007047	0.006966	0.000002	0.007009
XM_003473944	s7_002451367	0.000001	0.000001	0.000017	0.000022	0.000020	0.000027	0.000013	0.000023	0.000009	0.000018	0.000019	0.000013	0.000010	0.000026	0.000015	0.000022
XM_003480039	s3_000161120	0.000005	0.000000	0.013708	0.009035	0.004445	0.008768	0.008275	0.039712	0.021772	0.040006	0.000011	0.010731	0.096913	0.000010	0.013429	0.043027
XM_003474180	s10_001632186	0.000000	0.005224	0.024905	0.038970	0.051904	0.023760	0.007697	0.021675	0.024257	0.011538	0.024104	0.009963	0.007324	0.035401	0.010628	0.018359
XM_003471848	s1_001173483	0.001746	0.000000	0.008800	0.012654	0.017709	0.005513	0.003509	0.003504	0.007027	0.003502	0.000007	0.003451	0.003494	0.008134	0.009381	0.005170
XM_003471865	s1_001148607	0.003129	0.004264	0.043899	0.035475	0.035544	0.018280	0.019702	0.016218	0.019640	0.017543	0.020427	0.007982	0.031141	0.035164	0.020118	0.026848
XM_003463618	s2_001323315	0.003265	0.001617	0.019624	0.019262	0.016143	0.001682	0.001635	0.000003	0.004980	0.006278	0.002234	0.001572	0.001562	0.001583	0.012553	0.009505
XM_003463565	s2_001365125	0.000000	0.000006	0.000018	0.006726	0.006592	0.003396	0.000006	0.000008	0.003477	0.000007	0.000016	0.000009	0.000022	0.000020	0.003230	0.000019
XM_003477422	s6_000495359	0.000000	0.000003	0.000010	0.000016	0.000046	0.000011	0.000005	0.000013	0.000007	0.000008	0.000006	0.000004	0.000007	0.000009	0.000004	0.000012
XM_013154173	s6_000792246	0.002779	0.000001	0.032134	0.041269	0.036009	0.037644	0.015001	0.009571	0.018670	0.012184	0.014619	0.011243	0.002793	0.014163	0.008321	0.011159
XM_003462287	s2_002333112	0.000001	0.000001	0.044359	0.052396	0.044715	0.043688	0.009484	0.000014	0.014965	0.004731	0.024077	0.018343	0.036051	0.019306	0.036351	0.042689
XM_003465073	s1_000450279	0.000006	0.000004	0.007949	0.005152	0.002674	0.005260	0.000007	0.000010	0.002655	0.005295	0.008016	0.013172	0.013527	0.010272	0.005206	0.013378
XM_003463167	s7_0023701146	0.005882	0.007260	0.020081	0.029148	0.028959	0.038846	0.009613	0.011297	0.021052	0.010787	0.014010	0.004560	0.083649	0.013672	0.013982	0.042907
XM_005008345	s4_000874232	0.000001	0.000002	0.000012	0.001875	0.000034	0.000005	0.000003	0.000009	0.000002	0.000006	0.000004	0.017373	0.000000	0.000015	0.000005	0.000014
XM_003469494	s10_001661340	0.007520	0.005785	0.028221	0.044948	0.053259	0.062457	0.009781	0.009833	0.019404	0.039024	0.006094	0.026356	0.029427	0.037648	0.011794	0.013328
XM_003476068	s10_001546284	0.000003	0.006771	0.014558	0.005229	0.012011	0.008123	0.008669	0.003617	0.008550	0.006182	0.002787	0.000012	0.009621	0.006391	0.001601	0.011475
NM_001173398	s8_000229332	0.001352	0.001348	0.012622	0.033045	0.028195	0.006903	0.004011	0.004028	0.001337	0.002806	0.005278	0.001452	0.000007	0.012774	0.002836	0.004205
XM_003467570	s9_000739548	0.002536	0.001689	0.003437	0.012816	0.005961	0.006775	0.010199	0.001710	0.003404	0.001703	0.002549	0.001688	0.001695	0.031966	0.005264	0.015300
XM_005007003	s1_001003340	0.004730	0.004704	0.075985	0.045889	0.009933	0.009950	0.020339	0.004957	0.000019	0.010651	0.014761	0.004709	0.000006	0.024024	0.006240	0.000012
XM_003478651	s10_000050409	0.002371	0.000001	0.003548	0.004740	0.006034	0.002391	0.002464	0.002448	0.013976	0.007383	0.000006	0.003554	0.000001	0.007193	0.002384	0.001178
XM_013142313	s10_000118325	0.002780	0.000004	0.011192	0.011269	0.038524	0.037857	0.002765	0.008639	0.005641	0.008605	0.011504	0.002767	0.005443	0.022335	0.011014	0.019789
XM_003478499	s10_000088356	0.001300	0.000004	0.006307	0.001260	0.008574	0.000021	0.001273	0.007742	0.002562	0.001292	0.002560	0.000005	0.002410	0.000010	0.002427	0.010949
XM_003464711	s1_001496225	0.000002	0.000001	0.032495	0.056007	0.048875	0.039620	0.014921	0.023115	0.039976	0.015619	0.016782	0.015065	0.015358	0.043791	0.017663	0.004245
XM_003470832	s9_000705292	0.001557	0.000002	0.001574	0.014570	0.004664	0.009646	0.000014	0.007776	0.000008	0.008975	0.006263	0.006149	0.003240	0.003204	0.011782	0.007727
XM_003470851	s9_000659579	0.003715	0.001841	0.006131	0.008666	0.011849	0.005431	0.004519	0.006468	0.004592	0.011244	0.005561	0.009300	0.007405	0.006489	0.002700	0.007416
XM_003462244	s10_001739431	0.002161	0.000004	0.011912	0.074211	0.052638	0.023192	0.025485	0.021869	0.019061	0.021199	0.027117	0.020121	0.026693	0.024351	0.046038	0.021642
XM_003478706	s10_000064895	0.002192	0.007022	0.019225	0.016728	0.009153	0.011179	0.010694	0.003031	0.026753	0.012214	0.014797	0.007988	0.015939	0.017138	0.004002	0.011489
XM_003474395	s2_001570343	0.031736	0.000001	0.054929	0.002242	0.007039	0.014060	0.002370	0.004798	0.002419	0.000011	0.000004	0.006997	0.000003	0.006973	0.000014	0.006874
XM_003474600	s2_001534401	0.002201	0.000003	0.035834	0.042690	0.026448	0.040903	0.013508	0.014762	0.036736	0.010180	0.011888	0.012358	0.011665	0.004768	0.013146	0.028067
XM_003475306	s1_002283658	0.001434	0.001961	0.019468	0.010403	0.009702	0.026710	0.012002	0.013406	0.012477	0.005917	0.002956	0.019151	0.017050	0.018650	0.010524	0.024322
XM_003477398	s7_000534355	0.000000	0.000002	0.000005	0.000007	0.002574	0.000004	0.000001	0.000009	0.000006	0.000005	0.000004	0.000004	0.016894	0.000004	0.000006	0.012839
XM_003470440	s5_000686150	0.000002	0.003213	0.043804	0.087916	0.026509	0.037362	0.013000	0.019558	0.029484	0.026382	0.006608	0.011421	0.033085	0.016402	0.009711	0.036283
XM_004999749	s9_001453116	0.000002	0.000001	0.004661	0.014751	0.009998	0.004976	0.000010	0.000012	0.005011	0.000004	0.000010	0.000002	0.005115	0.005198	0.000015	0.010539
XM_003474249	s7_000769173	0.000005	0.000002	0.012425	0.016602	0.027784	0.012416	0.008070	0.012103	0.012152	0.011759	0.000007	0.007652	0.003811	0.003834	0.003747	0.007677
XM_003464030	s2_001814440	0.001294	0.001297	0.010200	0.015401	0.011576	0.010423	0.002524	0.161507	0.005158	0.007742	0.003898	0.001208	0.000003	0.004017	0.004829	0.012734
XM_013144366	s9_000244417	0.001123	0.000000	0.024954	0.019461	0.018553	0.020362	0.012969	0.013655	0.005486	0.007278	0.007291	0.007007	0.005691	0.012525	0.012636	0.007390
XM_003475005	s9_000118311	0.001536	0.008138	0.023242	0.020544	0.033707	0.011571	0.003618	0.001681	0.009961	0.004536	0.011148	0.016989	0.004895	0.013073	0.006522	0.014513
XM_003462242	s10_001740335	0.003294	0.000002	0.036108	0.030949	0.018648	0.014283	0.010072	0.017093	0.014306	0.013064	0.005125	0.029341	0.009341	0.014871	0.021491	0.019672
XM_005002196	s1_001454174	0.008804	0.004364	0.004386	0.302744	0.008850	0.000007	0.000007	0.000008	0.004398	0.000004	0.004393	0.000005	0.000006	0.000012	0.004407	0.004401
XM_003478444	s1_001394277	0.007066	0.007116	0.027474	0.032292	0.055695	0.042737	0.023126	0.012291	0.012571	0.025260	0.036480	0.014038	0.011506	0.020679	0.006074	0.011140
XM_003461355	s4_000925442	0.000002	0.000001	0.000027	0.002867	0.000031	0.002917	0.000014	0.000010	0.000014	0.000006	0.000021	0.037089	0.008441	0.002871	0.001423	0.001432
XM_013146797	s6_001947473	0.000003	0.000008	0.011977	0.008563	0.015029	0.005409	0.000013	0.027451	0.000036	0.000001	0.005967	0.000021	0.000006	0.004913	0.000008	0.000005
XM_013151489	s6_001129185	0.000000	0.000003	0.003776	0.093388	0.003683	0.000017	0.000009	0.031697	0.007524	0.000005	0.003682	0.011413	0.046809	0.018453	0.000014	0.014901
XM_003474498	s6_001599442	0.001366	0.000002	0.009658	0.023108	0.019058	0.030177	0.006758	0.006830	0.005426	0.007016	0.004176	0.006256	0.011049	0.009529	0.004725	0.009477
XM_003471011	s5_000946866	0.010751	0.000001	0.000008	0.001870	0.001876	0.000940	0.001891	0.001898	0.000944	0.000004	0.000949	0.000005	0.007718	0.000936	0.000004	0.000934
XM_003471016	s5_000957241	0.002467	0.000001	0.029293	0.095539	0.044425	0.024637	0.023581	0.029388	0.028791	0.026090	0.022295	0.022925	0.020474	0.027506	0.027317	0.040603
XM_013147031	s3_002552273	0.011757	0.002392	0.025973	0.037596	0.026205	0.024431	0.004939	0.015097	0.009858	0.007456	0.002389	0.002251	0.051507	0.011537	0.012192	0.017623
XM_003462391	s10_001786495	0.000002	0.000959	0.007797	0.012697	0.013825	0.008446	0.001672	0.014118	0.009210	0.013992	0.001891	0.007409	0.016872	0.006142	0.010170	0.009556
XM_013156832	s6_000335513	0.000002	0.000893	0.005348	0.003529	0.002762	0.000996	0.002603	0.000008	0.002588	0.001732	0.000866	0.001797	0.000004	0.009670	0.000011	0.003586
XM_003477821	s4_001081270	0.000002	0.001611	0.001848	0.001797	0.000026	0.000014	0.000016	0.001896	0.003739	0.000006	0.000008	0.000004	0.000004	0.001782	0.000013	0.001770
XM_003466002	s4_000134270	0.000001	0.000001	0.004648	0.000025	0.004640	0.009248	0.004665	0.004688	0.004634	0.009404	0.004685	0.002329	0.000005	0.000005	0.004624	0.000001
XM_003464347	s4_001138304	0.000002	0.000002	0.006373	0.004139	0.002142	0.000022	0.000013	0.002184	0.000009	0.002310	0.000011	0.000014	0.000008	0.000020	0.002234	0.004422
XM_003466246	s5_000350160	0.005745	0.000001	0.000011	0.049563	0.035742	0.017768	0.005613	0.005809	0.005954	0.018592	0.018508	0.011788	0.005985	0.012201	0.000007	0.030803
XM_005008590	s8_000493283	0.000001	0.000004	0.017373	0.035481	0.031674	0.040502	0.017129	0.033291	0.015637	0.025040	0.046197	0.009052	0.012536	0.027519	0.022171	0.007748
XM_003463071	s7_001245186	0.000003	0.000000	0.006904	0.011759	0.023865	0.012868	0.014316	0.011381	0.011377	0.000005	0.014914	0.000014	0.003697	0.018437	0.014607	0.011005
XM_005002839	s10_001080814	0.003722	0.001235	0.014778	0.026366	0.023113	0.023647	0.009302	0.009569	0.011118	0.004786	0.005432	0.006602	0.010440	0.018207	0.007926	0.012019
XM_003467581	s7_002372195	0.007284	0.000002	0.004764	0.009510	0.009712	0.002421	0.007270	0.007230	0.012230	0.049157	0.000010	0.007281	0.002418	0.000011	0.014667	0.018089
XM_003467045	s4_000814422	0.002524	0.003864	0.016418	0.008318	0.008679	0.011123	0.004347	0.007144	0.006660	0.003460	0.011494	0.011664	0.010236	0.013632	0.003905	0.009168
XM_003466998	s10_001890362	0.003385	0.001608	0.008347	0.019921	0.017939	0.013153	0.007882	0.012314	0.003428	0.005255	0.003522	0.018247	0.004302	0.030271	0.008836	0.016716
XM_003467122	s10_001900743	0.002115	0.000741	0.030753	0.045428	0.029348	0.026996	0.009968	0.020902	0.018283	0.017762	0.017205	0.025993	0.017693	0.030218	0.016612	0.024651
XM_003479785	s10_001985446	0.003268	0.003753	0.023059	0.016576	0.007667	0.007386	0.012510	0.007081	0.013622	0.017239	0.007456	0.001151	0.003492	0.009259	0.006938	0.013228
XM_003467923	s10_001997351	0.000002	0.006226	0.006271	0.030613	0.031973	0.058879	0.000015	0.000009	0.013098	0.019946	0.006391	0.005665	0.000000	0.011316	0.000012	0.025687
