Cluster,ensmbl_CporID,CD_dna,GPD_dna,D_stat_DNA,CDp,GPDp,D_stat_prot
cluster10310,ENSCPOP00000006884,0.0604655434039,0.0618244636359,-0.00135892023204,0.0208333333333,0.0208333333333,0
cluster10312,ENSCPOP00000006893,0.13244333961,0.0864926829112,0.045950656699,0.0941704035874,0.0328849028401,0.0612855007474
cluster10313,ENSCPOP00000017325,0.0783913104436,0.116257038466,-0.0378657280226,0.0582010582011,0.100529100529,-0.042328042328
cluster10314,ENSCPOP00000000794,0.158411946583,0.109340450681,0.0490714959027,0.11704312115,0.0533880903491,0.0636550308008
cluster10315,ENSCPOP00000006202,0.0831325949253,0.0831225261221,1.00688032789e-05,0.0411392405063,0.0379746835443,0.00316455696203
cluster10316,ENSCPOP00000012582,0.0957774598775,0.0948844268168,0.000893033060686,0.0886075949367,0.0886075949367,0
cluster10317,ENSCPOP00000003320,0.0601114317558,0.0864552993254,-0.0263438675696,0.0430107526882,0.0430107526882,0
cluster10318,ENSCPOP00000009039,0.0223248907605,0.121017572085,-0.0986926813246,0,0.10625,-0.10625
cluster10319,ENSCPOP00000018627,0.12599941679,0.136484712712,-0.0104852959224,0.102425876011,0.11590296496,-0.0134770889488
cluster10320,ENSCPOP00000014059,0.146760070369,0.142361422643,0.00439864772596,0.223700120919,0.220072551391,0.00362756952842
cluster10321,ENSCPOP00000003543,0.103606086509,0.0702560537381,0.0333500327714,0.0948616600791,0.0355731225296,0.0592885375494
cluster10322,ENSCPOP00000010076,0.0741941776168,0.0875711822716,-0.0133770046547,0.0584795321637,0.0526315789474,0.00584795321637
cluster10323,ENSCPOP00000011100,0.0804852505195,0.0879427862314,-0.00745753571196,0.041095890411,0.041095890411,0
cluster10324,ENSCPOP00000018382,0.0603716487928,0.0589618740715,0.00140977472131,0.028,0.028,0
cluster10325,ENSCPOP00000017702,0.113550480516,0.128339651916,-0.0147891713997,0.0953346855984,0.10953346856,-0.0141987829615
cluster10326,ENSCPOP00000009161,0.103940366571,0.100102575703,0.0038377908682,0.0900473933649,0.0710900473934,0.0189573459716
cluster10327,ENSCPOP00000012942,0.0508351241425,0.0538837452472,-0.0030486211047,0.00803212851406,0.00803212851406,0
cluster10328,ENSCPOP00000019471,0.0808718879064,0.0553778298537,0.0254940580526,0.0701754385965,0,0.0701754385965
cluster10329,ENSCPOP00000014096,0.0870425612096,0.0796812099613,0.00736135124823,0.087982832618,0.0708154506438,0.0171673819742
cluster10330,ENSCPOP00000015161,0.114051916072,0.117410253136,-0.00335833706431,0.115044247788,0.106194690265,0.00884955752212
cluster10331,ENSCPOP00000010012,0.0784086296382,0.260625307013,-0.182216677375,0.0927152317881,0.254966887417,-0.162251655629
cluster10336,ENSCPOP00000007787,0.166958660599,0.148856063944,0.018102596655,0.119402985075,0.113432835821,0.00597014925373
cluster10337,ENSCPOP00000004297,0.143177978952,0.221667342807,-0.0784893638549,0.115979381443,0.203608247423,-0.0876288659794
cluster10338,ENSCPOP00000008214,0.0942859600378,0.0820873757405,0.0121985842974,0.0543689320388,0.0330097087379,0.021359223301
cluster10339,ENSCPOP00000001900,0.0356746273686,0.0356727713863,1.8559822796e-06,0.0278884462151,0.0278884462151,0
cluster10340,ENSCPOP00000016318,0.112150497255,0.140181940677,-0.0280314434214,0.12017167382,0.137339055794,-0.0171673819742
cluster10341,ENSCPOP00000002239,0.0696647790025,0.106923500695,-0.0372587216925,0.0185185185185,0.0578703703704,-0.0393518518519
cluster10342,ENSCPOP00000002517,0.0484204964178,0.0446834852166,0.00373701120129,0.0157894736842,0.0184210526316,-0.00263157894737
cluster10343,ENSCPOP00000014231,0.062491747407,0.0616152503676,0.000876497039399,0.037037037037,0.0277777777778,0.00925925925926
cluster10344,ENSCPOP00000010664,0.124798538735,0.151364857771,-0.0265663190355,0.11320754717,0.122641509434,-0.00943396226415
cluster10345,ENSCPOP00000001477,0.0608650944652,0.0706044804133,-0.00973938594806,0.0327380952381,0.0416666666667,-0.00892857142857
cluster10346,ENSCPOP00000003574,0.0719752010279,0.0471487582837,0.0248264427442,0.036303630363,0.00660066006601,0.029702970297
cluster10347,ENSCPOP00000005980,0.117258077851,0.134134749267,-0.0168766714157,0.153256704981,0.176245210728,-0.0229885057471
cluster10348,ENSCPOP00000013732,0.157686285884,0.147013548971,0.0106727369136,0.149709302326,0.140988372093,0.00872093023256
cluster10349,ENSCPOP00000019757,0.129820636873,0.133688974852,-0.00386833797884,0.130718954248,0.130718954248,0
cluster10350,ENSCPOP00000004617,0.186450421839,0.167765444519,0.0186849773203,0.218562874251,0.194610778443,0.0239520958084
cluster10351,ENSCPOP00000006927,0.183638034559,0.169534474625,0.0141035599348,0.224066390041,0.209543568465,0.0145228215768
cluster10352,ENSCPOP00000006191,0.151165993845,0.171794262692,-0.0206282688469,0.122533748702,0.132917964694,-0.0103842159917
cluster10353,ENSCPOP00000012650,0.185380119466,0.217336089433,-0.0319559699674,0.272727272727,0.298701298701,-0.025974025974
cluster10354,ENSCPOP00000003393,0.0964592739065,0.0770036774972,0.0194555964093,0.0506329113924,0.0443037974684,0.00632911392405
cluster10355,ENSCPOP00000003345,0.0653045323803,0.0490866347062,0.016217897674,0,0,0
cluster10356,ENSCPOP00000016818,0.0640372093664,0.0639341383257,0.000103071040687,0.0260869565217,0.0217391304348,0.00434782608696
cluster10357,ENSCPOP00000019265,0.118854567491,0.114754928703,0.00409963878834,0.121710526316,0.105263157895,0.0164473684211
cluster10358,ENSCPOP00000019578,0.0821734323293,0.0910545383191,-0.00888110598979,0.0389344262295,0.0553278688525,-0.016393442623
cluster10359,ENSCPOP00000000772,0.103396547906,0.0853013975061,0.0180951503998,0.0449438202247,0.0247191011236,0.0202247191011
cluster10360,ENSCPOP00000010461,0.059538956213,0.0651754908559,-0.00563653464291,0.0145772594752,0.0145772594752,0
cluster10361,ENSCPOP00000016791,0.0910316274317,0.0889582519027,0.002073375529,0.0357142857143,0.0412087912088,-0.00549450549451
cluster10362,ENSCPOP00000008343,0.119687802745,0.123799665411,-0.00411186266657,0.141649048626,0.141649048626,0
cluster10363,ENSCPOP00000017786,0.118934571667,0.123780299285,-0.00484572761821,0.102430555556,0.105902777778,-0.00347222222222
cluster10364,ENSCPOP00000001371,0.0864891802079,0.0823375686175,0.00415161159045,0.00649350649351,0.00649350649351,0
cluster10365,ENSCPOP00000004713,0.102422427742,0.130159198822,-0.0277367710797,0.0773480662983,0.0828729281768,-0.00552486187845
cluster10367,ENSCPOP00000008848,0.133336777408,0.132844734994,0.000492042414089,0.160563380282,0.143661971831,0.0169014084507
cluster10368,ENSCPOP00000002714,0.13502255083,0.209447461001,-0.0744249101702,0.2,0.32,-0.12
cluster10369,ENSCPOP00000000686,0.124306908513,0.103805864551,0.0205010439624,0.0460526315789,0.0230263157895,0.0230263157895
cluster10370,ENSCPOP00000001871,0.128978271872,0.143358165798,-0.014379893926,0.114893617021,0.0978723404255,0.0170212765957
cluster10371,ENSCPOP00000002075,0.0908948745628,0.0855494535868,0.005345420976,0.0982456140351,0.0912280701754,0.00701754385965
cluster10372,ENSCPOP00000016593,0.145193430524,0.144460577582,0.000732852942313,0.125,0.121527777778,0.00347222222222
cluster10373,ENSCPOP00000001364,0.0995707764686,0.102757702122,-0.00318692565382,0.0634920634921,0.0674603174603,-0.00396825396825
cluster10374,ENSCPOP00000000419,0.0735587528145,0.0616903062929,0.0118684465216,0.0441767068273,0.0321285140562,0.0120481927711
cluster10375,ENSCPOP00000013571,0.108336676765,0.10805430482,0.000282371944996,0.096,0.096,0
cluster10376,ENSCPOP00000014716,0.052005133771,0.076161592863,-0.024156459092,0.012987012987,0.0454545454545,-0.0324675324675
cluster10377,ENSCPOP00000000239,0.0448333018761,0.0412400068744,0.00359329500172,0.0168776371308,0.0118143459916,0.00506329113924
cluster10378,ENSCPOP00000015470,0.232655527759,0.290754097462,-0.0580985697028,0.355029585799,0.414201183432,-0.0591715976331
cluster10379,ENSCPOP00000003951,0.0981179924095,0.0984085306481,-0.000290538238567,0.0845588235294,0.0735294117647,0.0110294117647
cluster10380,ENSCPOP00000004845,0.0956768360941,0.174724620354,-0.0790477842602,0.0925925925926,0.16049382716,-0.0679012345679
cluster10381,ENSCPOP00000007746,0.0494690863818,0.0536205490585,-0.00415146267676,0.00571428571429,0.00190476190476,0.00380952380952
cluster10383,ENSCPOP00000008630,0.0673161303937,0.0725043079433,-0.0051881775496,0.0365111561866,0.0405679513185,-0.00405679513185
cluster10384,ENSCPOP00000006590,0.122341946506,0.0561769726112,0.0661649738943,0.106951871658,0.0106951871658,0.096256684492
cluster10385,ENSCPOP00000007686,0.126115763578,0.0706177010007,0.0554980625775,0.113924050633,0.0348101265823,0.0791139240506
