state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
6000	0.103	35.838	0.829	4	NA	-102.01	0.00	-0.65
6100	0.102	35.838	0.828	4	NA	-101.89	0.00	-0.76
6200	0.102	35.838	1.339	4	NA	-104.62	0.00	-2.72
6300	0.075	35.838	0.829	5	NA	-100.55	0.00	-0.69
6400	0.075	35.838	0.829	5	NA	-100.55	0.00	0.69
6500	0.101	35.838	0.661	4	NA	-101.77	0.00	-0.69
6600	0.106	35.838	0.666	4	NA	-102.16	0.00	0.00
6700	0.106	35.838	0.666	4	NA	-102.16	0.00	-0.73
6800	0.106	35.708	0.665	4	NA	-102.15	0.00	0.00
6900	0.106	35.708	0.748	4	NA	-102.78	0.00	-0.69
7000	0.106	35.708	0.665	4	NA	-102.15	0.00	-0.18
7100	0.106	35.708	0.665	4	NA	-102.15	0.00	-0.51
7200	0.106	35.708	0.665	4	NA	-102.15	0.00	-0.84
7300	0.106	35.708	0.665	4	NA	-102.15	-1.75	-3.50
7400	0.106	35.708	0.748	4	NA	-102.78	-1.75	-3.50
7500	0.106	35.708	0.665	4	NA	-102.15	0.00	-0.60
7600	0.069	35.708	0.833	5	NA	-98.47	0.00	0.00
7700	0.060	35.708	0.824	5	NA	-98.31	-1.98	-3.27
7800	0.060	35.708	1.168	5	NA	-103.16	-1.98	-3.27
7900	0.060	35.708	0.824	5	NA	-98.31	0.00	-1.17
8000	0.060	35.708	0.898	5	NA	-99.10	0.00	-1.36
8100	0.069	35.708	0.736	5	NA	-100.73	0.00	-0.69
8200	0.107	35.708	0.741	4	NA	-102.84	0.00	-1.48
8300	0.107	35.708	0.818	4	NA	-102.42	0.00	-0.69
8400	0.107	35.708	0.663	4	NA	-102.24	0.00	0.00
8500	0.107	35.708	0.818	4	NA	-102.42	-1.75	-3.50
8600	0.107	35.708	0.741	4	NA	-102.84	0.00	-0.69
8700	0.107	35.708	0.663	4	NA	-102.24	-1.75	-3.50
8800	0.107	35.708	0.663	4	NA	-102.24	-1.75	-3.50
8900	0.107	35.708	0.818	4	NA	-102.42	0.00	-0.69
9000	0.107	35.708	0.663	4	NA	-102.24	-1.75	-3.50
9100	0.107	35.708	0.663	4	NA	-102.24	0.00	-0.49
9200	0.070	35.708	0.796	5	NA	-98.26	0.00	-0.69
9300	0.070	35.708	0.785	5	NA	-97.99	0.00	0.00
9400	0.070	35.708	0.785	5	NA	-97.99	0.00	-2.02
9500	0.070	35.708	0.629	5	NA	-99.39	0.00	0.00
9600	0.019	35.708	0.785	6	NA	-97.42	0.00	-0.69
9700	0.069	35.708	0.818	5	NA	-97.99	-1.98	-3.27
9800	0.069	35.708	0.785	5	NA	-97.88	0.00	-3.42
9900	0.069	35.708	0.651	5	NA	-100.49	0.00	-0.69
10000	0.069	35.708	0.629	5	NA	-99.29	0.00	-0.69
10100	0.107	35.708	0.671	5	NA	-101.58	0.00	-0.46
10200	0.110	35.708	0.666	4	NA	-102.45	-1.75	-3.50
10300	0.111	35.708	0.744	4	NA	-103.15	0.00	-1.52
10400	0.111	35.708	0.821	4	NA	-102.79	0.00	-0.69
10500	0.111	35.708	0.744	4	NA	-103.15	-1.75	-3.50
10600	0.111	35.708	0.667	4	NA	-102.53	0.00	-0.69
10700	0.111	35.708	0.667	4	NA	-102.53	0.00	-0.69
10800	0.111	35.708	0.744	4	NA	-103.15	0.00	-3.32
10900	0.064	35.708	0.835	5	NA	-101.07	0.00	0.69
11000	0.064	35.708	0.835	5	NA	-101.07	0.00	0.00
11100	0.064	35.708	0.835	5	NA	-101.07	0.00	-0.23
11200	0.075	35.708	1.333	5	NA	-102.97	0.00	-0.69
11300	0.075	35.708	0.822	5	NA	-100.21	0.00	-0.69
11400	0.075	35.708	1.013	5	NA	-101.61	0.00	-0.69
11500	0.075	35.708	0.822	5	NA	-98.61	0.00	-0.21
11600	0.074	35.708	0.822	6	NA	-98.57	-2.16	-3.08
11700	0.029	35.708	0.937	8	NA	-99.83	0.00	-0.69
11800	0.029	35.708	0.916	8	NA	-97.87	0.00	-0.69
11900	0.077	35.708	0.781	7	NA	-100.83	0.00	-0.66
12000	0.082	35.708	0.853	6	NA	-101.27	0.00	-0.69
12100	0.082	35.708	0.921	6	NA	-99.81	0.00	-0.69
12200	0.075	35.708	0.778	7	NA	-99.94	-2.16	-3.08
12300	0.118	35.708	0.808	5	NA	-103.53	0.00	-0.26
12400	0.100	35.708	0.791	5	NA	-101.74	0.00	-0.69
12500	0.100	35.708	0.791	5	NA	-101.74	-1.98	-3.27
12600	0.100	35.708	0.935	5	NA	-101.65	0.00	-0.69
12700	0.076	35.708	0.777	6	NA	-100.38	0.00	-0.70
12800	0.076	35.708	0.933	6	NA	-99.37	0.00	-1.19
12900	0.076	35.708	0.933	6	NA	-98.75	0.00	-1.38
13000	0.015	35.708	0.945	7	NA	-94.59	0.00	-1.24
13100	0.015	35.708	1.460	7	NA	-98.20	0.00	-0.69
13200	0.015	35.708	0.936	7	NA	-95.63	0.00	-0.69
13300	0.015	35.708	0.933	7	NA	-94.18	0.00	-0.69
13400	0.015	35.708	0.801	7	NA	-96.31	0.00	0.00
13500	0.015	35.708	0.854	7	NA	-95.61	0.00	-0.21
13600	0.015	35.708	1.312	7	NA	-99.06	0.00	-0.69
13700	0.015	35.708	0.776	7	NA	-94.67	0.00	-0.69
13800	0.083	35.708	0.854	5	NA	-100.82	0.00	-0.22
13900	0.083	35.708	0.854	5	NA	-100.82	0.00	-0.69
14000	0.083	35.708	0.776	5	NA	-100.49	0.00	-2.30
14100	0.078	35.708	0.772	5	NA	-100.28	-1.98	-3.27
14200	0.078	35.708	0.928	5	NA	-99.37	0.00	-0.69
14300	0.078	35.708	0.928	5	NA	-99.57	1.75	3.50
14400	0.078	35.708	0.928	5	NA	-99.57	-1.98	-3.27
14500	0.118	35.708	0.772	4	NA	-105.62	0.00	-2.22
14600	0.118	35.708	0.772	4	NA	-105.62	0.00	-1.27
14700	0.075	35.708	1.004	4	NA	-105.85	0.00	-0.69
14800	0.075	35.708	0.730	4	NA	-104.27	0.00	0.00
14900	0.075	35.708	0.730	4	NA	-104.27	0.00	0.69
15000	0.075	35.708	0.730	4	NA	-104.27	-1.75	-3.50
15100	0.075	35.708	0.730	4	NA	-105.91	0.00	-1.14
15200	0.048	35.708	1.004	5	NA	-102.41	0.00	-0.82
15300	0.080	35.708	0.739	5	NA	-100.23	0.00	-0.69
15400	0.083	35.708	0.738	4	NA	-104.03	1.75	3.50
15500	0.083	35.708	1.012	4	NA	-105.66	-1.75	-3.50
15600	0.107	35.708	0.761	4	NA	-105.96	0.00	-2.59
15700	0.107	35.708	0.761	4	NA	-105.96	-1.75	-3.50
15800	0.107	35.708	0.761	4	NA	-105.96	0.00	-0.69
15900	0.075	35.708	0.810	5	NA	-100.02	0.00	-0.03
16000	0.070	35.708	0.805	5	NA	-99.82	0.00	0.69
16100	0.070	35.708	1.354	5	NA	-102.10	-1.98	-3.27
16200	0.070	35.708	1.354	5	NA	-102.10	-1.98	-3.27
16300	0.092	35.708	0.826	5	NA	-101.33	0.00	-0.69
16400	0.092	35.708	0.794	5	NA	-102.38	0.00	-0.69
16500	0.108	35.708	0.762	4	NA	-106.04	0.00	-0.57
16600	0.108	35.708	0.762	4	NA	-106.04	0.00	0.00
16700	0.093	35.708	0.822	5	NA	-100.05	-1.98	-3.27
16800	0.093	35.708	0.822	5	NA	-100.05	0.00	-0.69
16900	0.138	35.708	0.792	4	NA	-107.35	0.00	0.00
17000	0.066	35.708	0.805	5	NA	-101.88	0.00	-1.04
17100	0.066	35.708	0.792	5	NA	-100.75	0.00	-0.69
17200	0.066	35.708	0.805	5	NA	-101.45	0.00	0.00
17300	0.066	35.708	1.115	5	NA	-102.55	0.00	-2.25
17400	0.066	35.708	0.801	5	NA	-100.46	-1.98	-3.27
17500	0.066	35.708	1.310	5	NA	-103.02	0.00	0.69
17600	0.066	35.708	1.109	5	NA	-101.78	-1.98	-3.27
17700	0.066	35.708	0.779	5	NA	-100.37	0.00	-0.69
17800	0.066	35.708	1.103	5	NA	-102.19	-1.98	-3.27
17900	0.066	35.708	1.281	5	NA	-104.56	0.00	-1.51
18000	0.066	35.708	0.761	5	NA	-100.78	0.00	-1.39
18100	0.066	35.708	0.759	5	NA	-101.21	-1.98	-3.27
18200	0.066	35.708	1.084	5	NA	-102.99	0.00	0.69
18300	0.066	35.708	0.761	5	NA	-100.78	0.00	-1.16
18400	0.046	35.708	0.789	7	NA	-100.95	0.00	-0.69
18500	0.046	35.708	1.835	7	NA	-106.45	0.00	-2.03
18600	0.059	35.708	0.799	7	NA	-102.85	-2.31	-2.92
18700	0.112	35.708	0.836	6	NA	-105.06	-2.16	-3.08
18800	0.051	35.708	0.836	7	NA	-100.78	0.00	-0.10
18900	0.051	35.708	1.330	6	NA	-98.27	-2.16	-3.08
19000	0.051	35.708	1.122	6	NA	-97.66	0.00	-0.79
19100	0.051	35.708	0.804	6	NA	-95.84	0.00	-0.44
19200	0.051	35.708	1.122	6	NA	-97.66	-2.16	-3.08
19300	0.051	35.708	1.122	6	NA	-97.66	0.00	0.69
19400	0.051	35.708	0.804	6	NA	-95.84	0.00	-1.82
19500	0.051	35.708	1.330	6	NA	-98.99	0.00	-0.10
19600	0.051	35.708	0.804	6	NA	-95.84	-2.16	-3.08
19700	0.056	35.708	0.807	6	NA	-96.51	0.00	0.69
19800	0.020	35.708	0.802	7	NA	-94.68	0.00	-0.14
19900	0.020	35.708	0.800	7	NA	-91.84	0.00	-0.69
20000	0.020	35.708	1.315	7	NA	-95.94	-2.31	-2.92
20100	0.020	35.708	0.817	7	NA	-94.00	-2.31	-2.92
20200	0.020	35.708	0.810	7	NA	-93.70	0.00	-0.69
20300	0.020	35.708	0.814	7	NA	-93.87	0.00	0.00
20400	0.020	35.708	0.806	7	NA	-93.44	0.00	0.00
20500	0.020	35.708	0.806	7	NA	-93.44	0.00	-1.14
20600	0.020	35.708	0.806	7	NA	-93.44	0.00	-0.69
20700	0.020	35.708	1.333	7	NA	-96.15	0.00	-0.08
20800	0.020	35.708	1.124	6	NA	-95.08	0.00	-0.69
20900	0.020	35.708	0.806	6	NA	-93.27	0.00	-0.69
21000	0.020	35.708	0.806	6	NA	-93.27	0.00	-0.69
21100	0.020	35.708	0.806	6	NA	-93.27	0.00	-0.69
21200	0.020	35.708	0.806	6	NA	-93.27	0.00	-0.55
21300	0.020	35.708	1.627	6	NA	-97.62	-2.16	-3.08
21400	0.020	35.708	0.798	6	NA	-93.12	0.00	-1.09
21500	0.020	35.708	0.798	6	NA	-93.12	0.00	-0.69
21600	0.020	35.708	1.321	6	NA	-95.60	0.00	-0.69
21700	0.020	35.708	0.829	6	NA	-94.39	0.00	-0.05
21800	0.020	35.708	0.829	6	NA	-94.39	0.00	-1.57
21900	0.020	35.708	0.829	7	NA	-89.09	0.00	-1.24
22000	0.020	35.708	0.829	7	NA	-89.09	0.00	-0.82
22100	0.020	35.708	0.829	6	NA	-94.39	0.00	-0.24
22200	0.020	35.708	0.829	6	NA	-94.39	0.00	-0.48
22300	0.020	35.708	0.829	7	NA	-88.93	0.00	-0.58
22400	0.060	35.708	0.792	6	NA	-98.24	0.00	0.69
22500	0.073	35.708	1.634	5	NA	-106.94	-1.98	-3.27
22600	0.112	35.708	1.314	5	NA	-105.19	0.00	-0.69
22700	0.066	35.708	0.836	6	NA	-100.70	-2.16	-3.08
22800	0.137	35.708	0.836	5	NA	-104.88	0.00	0.00
22900	0.129	35.708	0.829	5	NA	-103.83	-1.98	-3.27
23000	0.061	35.708	0.764	5	NA	-97.07	0.00	-0.67
23100	0.061	35.708	0.764	5	NA	-97.07	0.00	-0.14
23200	0.061	35.708	0.764	5	NA	-97.07	0.00	-1.02
23300	0.061	35.708	0.754	5	NA	-99.47	0.00	-0.38
23400	0.061	35.708	1.083	5	NA	-98.59	0.00	-0.69
23500	0.061	35.708	0.764	5	NA	-97.07	0.00	-0.17
23600	0.063	35.708	0.767	5	NA	-97.08	-1.98	-3.27
23700	0.069	35.708	0.772	5	NA	-97.27	0.00	0.69
23800	0.069	35.708	0.762	5	NA	-99.23	0.00	0.69
23900	0.069	35.708	0.772	5	NA	-97.27	-1.98	-3.27
24000	0.069	35.708	0.773	5	NA	-97.27	0.00	-0.66
24100	0.059	35.708	0.773	6	NA	-94.94	0.00	-0.69
24200	0.059	35.708	0.792	6	NA	-95.44	0.00	-1.40
24300	0.059	35.708	0.792	6	NA	-95.44	0.00	-0.90
24400	0.059	35.708	0.773	6	NA	-94.94	-2.16	-3.08
24500	0.059	35.708	0.790	6	NA	-95.06	-2.16	-3.08
24600	0.059	35.708	0.790	6	NA	-95.06	-2.16	-3.08
24700	0.062	35.708	1.318	6	NA	-97.88	0.00	-0.69
24800	0.062	35.708	0.793	6	NA	-95.23	-2.16	-3.08
24900	0.062	35.708	0.793	6	NA	-95.23	0.00	-0.69
25000	0.062	35.708	0.793	6	NA	-97.21	0.00	-0.69
25100	0.072	35.708	0.776	5	NA	-101.11	0.00	-0.30
25200	0.072	35.708	0.759	5	NA	-100.03	0.00	-0.69
25300	0.072	35.708	1.096	5	NA	-101.04	0.00	-0.69
25400	0.072	35.708	0.793	5	NA	-97.61	0.00	-2.65
25500	0.072	35.708	0.793	5	NA	-97.61	-1.98	-3.27
25600	0.058	35.708	0.876	6	NA	-99.71	0.00	-0.03
25700	0.058	35.708	0.758	6	NA	-101.68	0.00	0.00
25800	0.081	35.708	0.759	4	NA	-103.94	0.00	-0.61
25900	0.081	35.708	1.079	4	NA	-105.63	0.00	-0.02
26000	0.056	35.708	1.246	4	NA	-109.80	0.00	0.00
26100	0.056	35.708	0.734	4	NA	-107.08	0.00	-0.69
26200	0.056	35.708	0.734	4	NA	-107.08	0.00	-0.21
26300	0.056	35.708	0.734	4	NA	-107.08	0.00	-0.29
26400	0.056	35.708	0.734	4	NA	-107.08	-1.75	-3.50
26500	0.056	35.708	0.734	4	NA	-107.08	-1.75	-3.50
26600	0.056	35.708	0.734	4	NA	-107.08	0.00	-2.22
26700	0.056	35.708	0.734	4	NA	-107.08	0.00	-0.83
26800	0.120	35.708	0.797	4	NA	-105.71	-1.75	-3.50
26900	0.120	35.708	0.797	4	NA	-105.71	0.00	-0.11
27000	0.120	35.708	0.797	4	NA	-105.71	0.00	0.00
27100	0.120	35.708	0.797	4	NA	-105.71	0.00	-0.69
27200	0.085	35.708	0.763	4	NA	-103.91	0.00	-3.76
27300	0.085	35.708	0.763	4	NA	-103.91	0.00	-0.75
27400	0.085	35.708	0.763	4	NA	-103.91	0.00	-0.08
27500	0.085	35.708	0.763	4	NA	-103.91	0.00	-0.70
27600	0.085	35.708	0.763	4	NA	-103.91	0.00	-0.29
27700	0.052	35.708	0.763	5	NA	-98.86	0.00	-0.06
27800	0.052	35.708	0.761	5	NA	-99.88	0.00	-0.69
27900	0.085	35.708	0.766	4	NA	-103.92	0.00	-2.56
28000	0.085	35.708	1.086	4	NA	-105.63	0.00	-1.35
28100	0.085	35.708	0.766	4	NA	-103.92	0.00	-2.32
28200	0.085	35.708	0.766	4	NA	-103.92	-1.75	-3.50
28300	0.073	35.708	1.285	5	NA	-100.62	0.00	-1.95
28400	0.073	35.708	0.766	5	NA	-97.86	0.00	-0.40
28500	0.073	35.708	1.086	5	NA	-99.50	0.00	0.00
28600	0.051	35.708	0.762	6	NA	-95.41	0.00	-1.39
28700	0.051	35.708	0.751	6	NA	-95.30	0.00	-1.32
28800	0.051	35.708	1.281	6	NA	-98.13	-2.16	-3.08
28900	0.051	35.708	1.072	6	NA	-96.68	0.00	-1.67
29000	0.091	35.708	0.777	5	NA	-102.94	0.00	-0.69
29100	0.091	35.708	0.777	5	NA	-102.94	0.00	-0.31
29200	0.091	36.179	0.781	5	NA	-102.94	-1.98	-3.27
29300	0.067	36.179	0.763	6	NA	-96.75	0.00	-2.18
29400	0.095	36.179	1.848	6	NA	-106.06	0.00	-0.54
29500	0.095	36.179	0.847	6	NA	-103.06	0.00	-0.20
29600	0.095	36.179	0.789	6	NA	-99.82	0.00	-0.69
29700	0.095	36.179	0.789	6	NA	-99.82	0.00	-0.19
29800	0.095	36.179	0.800	6	NA	-100.76	0.00	-1.43
29900	0.095	36.179	0.794	6	NA	-102.84	0.00	0.69
30000	0.095	36.179	0.794	6	NA	-102.84	0.00	-3.76
30100	0.095	36.179	0.804	6	NA	-103.21	0.00	-0.24
30200	0.095	36.179	0.787	6	NA	-100.49	0.00	0.69
30300	0.095	36.179	0.787	6	NA	-100.49	0.00	-0.69
30400	0.095	36.179	0.800	6	NA	-100.19	0.00	-0.69
30500	0.059	36.179	0.786	7	NA	-93.85	-2.31	-2.92
30600	0.059	36.179	0.797	7	NA	-94.06	-2.31	-2.92
30700	0.059	36.179	0.788	7	NA	-93.87	0.00	-0.69
30800	0.059	36.179	0.799	7	NA	-94.08	0.00	-0.37
30900	0.059	36.179	0.799	7	NA	-94.08	0.00	-0.69
31000	0.077	36.179	0.794	6	NA	-99.95	0.00	-0.59
31100	0.035	36.179	1.134	7	NA	-97.24	-2.31	-2.92
31200	0.035	36.179	0.798	7	NA	-95.02	0.00	-0.03
31300	0.043	36.179	0.807	7	NA	-93.80	0.00	-0.69
31400	0.043	36.179	0.807	7	NA	-93.80	0.00	-0.38
31500	0.043	36.179	0.807	7	NA	-93.80	0.00	-0.16
31600	0.043	36.179	0.804	7	NA	-97.06	0.00	-1.75
31700	0.074	36.179	0.815	6	NA	-101.25	-2.16	-3.08
31800	0.074	36.179	0.806	6	NA	-102.16	0.00	-0.69
31900	0.077	36.179	0.809	6	NA	-102.21	-2.16	-3.08
32000	0.077	36.179	0.894	6	NA	-104.36	0.00	-0.69
32100	0.122	36.179	0.810	5	NA	-104.05	0.00	-0.69
32200	0.054	36.179	1.105	6	NA	-100.46	0.00	-0.69
32300	0.077	36.179	0.784	5	NA	-97.85	0.00	-0.52
32400	0.066	36.179	0.774	5	NA	-97.18	0.00	-0.78
32500	0.066	36.179	0.774	5	NA	-97.18	0.00	-0.69
32600	0.066	36.179	0.789	5	NA	-97.25	0.00	-2.10
32700	0.063	36.179	0.795	6	NA	-97.57	0.00	-0.69
32800	0.063	36.179	0.788	6	NA	-95.15	0.00	0.00
32900	0.063	36.179	0.788	6	NA	-95.15	-2.16	-3.08
33000	0.063	36.179	1.089	6	NA	-99.36	0.00	-0.14
33100	0.063	36.179	0.800	6	NA	-96.10	-2.16	-3.08
33200	0.070	36.179	0.792	7	NA	-97.62	0.00	-0.73
33300	0.070	36.179	0.792	7	NA	-96.14	0.00	-2.54
33400	0.070	36.179	0.788	7	NA	-95.72	-2.31	-2.92
33500	0.070	36.179	0.799	7	NA	-96.68	0.00	-1.59
33600	0.070	36.179	0.775	7	NA	-97.56	0.00	0.69
33700	0.070	36.179	1.308	6	NA	-101.18	0.00	-1.29
33800	0.065	36.179	0.767	6	NA	-101.77	0.00	-0.69
33900	0.065	36.179	0.767	6	NA	-101.77	0.00	-0.17
34000	0.065	36.179	0.762	5	NA	-100.49	0.00	-0.15
34100	0.065	36.179	0.762	5	NA	-100.49	0.00	-0.69
34200	0.065	36.179	0.759	6	NA	-101.43	-2.16	-3.08
34300	0.065	36.179	0.759	6	NA	-101.43	0.00	-1.23
34400	0.065	36.179	1.020	6	NA	-102.76	-2.16	-3.08
34500	0.093	36.179	1.568	5	NA	-109.23	0.00	-0.69
34600	0.093	36.179	1.037	5	NA	-106.69	-1.98	-3.27
34700	0.093	36.179	0.781	5	NA	-104.36	-1.98	-3.27
34800	0.093	36.179	0.781	5	NA	-104.32	0.00	-0.69
34900	0.056	36.179	0.781	6	NA	-99.00	0.00	-2.13
35000	0.056	36.179	0.785	5	NA	-100.02	-1.98	-3.27
35100	0.056	36.179	0.760	5	NA	-100.06	0.00	-0.61
35200	0.056	36.179	0.758	5	NA	-99.61	0.00	-0.69
35300	0.056	36.179	0.755	5	NA	-100.40	-1.98	-3.27
35400	0.056	36.179	1.074	5	NA	-102.19	0.00	0.00
35500	0.056	36.179	1.289	5	NA	-102.11	0.00	-1.12
35600	0.056	36.179	0.758	5	NA	-99.61	-1.98	-3.27
35700	0.056	36.179	0.777	5	NA	-99.78	0.00	-0.69
35800	0.056	36.179	1.301	5	NA	-104.49	0.00	0.69
35900	0.056	36.179	1.283	5	NA	-102.88	0.00	-0.69
36000	0.056	36.179	0.756	5	NA	-99.58	-1.98	-3.27
36100	0.056	36.179	1.077	5	NA	-101.83	0.00	-0.51
36200	0.076	36.179	1.075	4	NA	-105.74	0.00	-2.32
36300	0.076	36.179	1.287	4	NA	-106.69	0.00	-0.69
36400	0.076	36.179	1.264	4	NA	-106.82	0.00	-0.69
36500	0.076	36.179	1.264	4	NA	-106.82	0.00	-0.60
36600	0.088	36.179	1.275	4	NA	-106.68	0.00	0.00
36700	0.088	36.179	0.767	4	NA	-103.94	0.00	-0.69
36800	0.088	36.179	1.086	4	NA	-105.66	0.00	0.00
36900	0.068	36.179	0.763	5	NA	-100.73	0.00	-2.07
37000	0.065	36.179	0.754	6	NA	-97.01	0.00	-0.40
37100	0.063	36.179	0.770	6	NA	-94.39	-2.16	-3.08
37200	0.063	36.179	0.814	6	NA	-98.48	0.00	-0.76
37300	0.053	36.179	0.769	6	NA	-97.39	0.00	0.69
37400	0.053	36.179	0.660	6	NA	-93.55	0.00	-0.85
37500	0.059	36.179	0.666	6	NA	-93.70	0.00	-1.77
37600	0.059	36.179	0.666	6	NA	-93.70	0.00	-0.07
37700	0.059	36.179	0.666	6	NA	-93.70	0.00	-0.25
37800	0.065	36.179	0.784	5	NA	-97.78	0.00	-0.16
37900	0.065	36.179	0.666	5	NA	-96.70	0.00	-0.69
38000	0.065	36.179	0.657	5	NA	-98.80	0.00	-0.95
38100	0.146	36.179	0.665	3	NA	-107.20	0.00	0.00
38200	0.146	36.179	0.665	3	NA	-107.20	0.00	0.00
38300	0.153	36.179	0.671	3	NA	-107.77	0.00	-0.71
38400	0.090	36.179	0.748	5	NA	-104.90	-1.98	-3.27
38500	0.090	36.179	0.694	5	NA	-105.54	0.00	-0.02
38600	0.090	36.179	0.694	5	NA	-105.54	0.00	-0.69
38700	0.105	36.179	0.742	5	NA	-104.42	0.00	-1.05
38800	0.118	36.179	0.719	4	NA	-106.63	0.00	-0.69
38900	0.104	36.179	0.705	4	NA	-105.79	0.00	-0.27
39000	0.059	36.179	0.705	5	NA	-100.77	-1.98	-3.27
39100	0.055	36.179	0.705	6	NA	-97.42	0.00	-1.62
39200	0.023	36.179	0.686	6	NA	-98.01	0.00	-0.56
39300	0.023	36.179	1.186	5	NA	-100.77	0.00	-1.32
39400	0.023	36.179	0.682	5	NA	-98.43	0.00	-0.69
39500	0.023	36.179	0.682	5	NA	-98.43	0.00	-0.13
39600	0.023	36.179	0.669	5	NA	-97.77	0.00	-0.88
39700	0.023	36.179	0.679	5	NA	-100.03	0.00	0.00
39800	0.023	36.179	0.669	5	NA	-97.77	0.00	-0.09
39900	0.024	36.179	0.670	5	NA	-97.21	0.00	-0.57
40000	0.024	36.179	0.670	5	NA	-97.21	-1.98	-3.27
40100	0.024	36.179	0.670	5	NA	-97.21	0.00	-1.02
40200	0.024	36.179	1.197	5	NA	-99.25	0.00	-0.69
40300	0.024	36.179	1.174	5	NA	-99.58	0.00	-0.69
40400	0.024	36.179	0.682	5	NA	-97.82	0.00	-0.56
40500	0.024	36.179	0.682	6	NA	-96.05	0.00	-2.13
40600	0.024	36.179	1.322	6	NA	-99.94	0.00	-0.69
40700	0.024	36.179	0.682	6	NA	-97.13	0.00	-1.75
40800	0.024	36.179	0.668	5	NA	-97.10	0.00	-1.24
40900	0.024	36.179	0.668	5	NA	-97.10	0.00	-0.69
